car_id,city,brand,price,sale_date,owner_name,status
C1464,天津,奥迪,43.9,2024/1/22,陈敏,pending
C1465,青岛,蔚来,46.8,2024/9/29,孙涛,sold
C1466,苏州,大众,20.3,2024/10/14,杨娜,sold
C1467,天津,丰田,41.1,2024/11/4,杨鹏,pending
C1468,北京,本田,15,2024/4/27,孙杰,sold
C1469,西安,蔚来,43.8,2024/2/25,周涛,sold
C1470,青岛,理想,38.4,2024/11/14,林敏,sold
C1471,上海,特斯拉,27.3,2024/5/13,郭鹏,sold
C1472,武汉,五菱,10.7,2024/5/12,刘丽,sold
C1473,重庆,小鹏,22.3,2024/5/20,郑颖,sold
C1474,青岛,理想,34.6,2024/12/30,陈宁,sold
C1475,重庆,蔚来,46.4,2024/8/1,杨鹏,sold
C1476,长沙,大众,15.6,2024/12/12,杨宁,sold
C1477,宁波,大众,15.3,2024/6/26,郑军,pending
C1478,深圳,理想,33.8,2024/9/9,孙涛,sold
C1479,长沙,五菱,5,2024/2/10,郑伟,sold
C1480,南京,特斯拉,35.4,2024/11/12,孙杰,sold
C1481,北京,宝马,68.8,2024/1/12,李军,pending
C1482,重庆,小鹏,32.8,2024/8/26,唐芳,sold
C1483,青岛,理想,34.8,2024/11/25,吴娜,pending
C1484,天津,五菱,9.4,2024/8/30,张杰,sold
C1485,天津,长安,12.5,2024/6/2,郭伟,sold
C1486,南京,比亚迪,11.9,2024/8/18,张洋,pending
C1487,长沙,本田,16.3,2024/4/21,沈颖,sold
C1488,昆明,丰田,14.7,2024/9/17,李杰,pending
C1489,武汉,奥迪,47.6,2024/7/28,郑芳,sold
C1490,武汉,大众,32.7,2024/3/5,刘丽,pending
C1491,昆明,小鹏,31.5,2024/1/5,郭芳,sold
C1492,广州,丰田,13.7,2024/3/26,王丽,sold
C1493,郑州,本田,24.6,2024/9/15,郑强,sold
C1494,北京,吉利,9.8,2024/7/12,孙芳,sold
C1495,西安,长城,23.8,2024/11/28,陈鹏,sold
C1496,天津,大众,18.1,2024/5/25,张宁,pending
C1497,广州,长城,16.2,2024/10/1,郑静,sold
C1498,昆明,五菱,11.8,2024/8/28,李敏,pending
C1499,重庆,长城,12,2024/12/29,陈敏,sold
C1500,天津,本田,25.3,2024/12/6,林芳,pending
C1501,西安,本田,16.6,2024/12/20,陈强,sold
C1502,杭州,比亚迪,28.7,2024/3/11,李娜,sold
C1503,杭州,奥迪,30.4,2024/3/17,王娜,sold
C1504,重庆,五菱,8.3,2024/4/13,杨芳,sold
C1505,长沙,本田,18.1,2024/12/14,陈鹏,sold
C1506,昆明,特斯拉,38.1,2024/6/29,王颖,pending
C1507,天津,大众,16.6,2024/7/19,沈颖,sold
C1508,郑州,长安,9.2,2024/8/11,王丽,sold
C1509,杭州,特斯拉,49.7,2024/12/12,林静,pending
C1510,郑州,本田,29.9,2024/8/2,郑超,pending
C1511,杭州,特斯拉,44.3,2024/12/13,赵杰,sold
C1512,长沙,奔驰,78.7,2024/10/20,陈军,sold
C1513,深圳,长城,15,2024/12/29,周芳,pending
C1514,沈阳,长城,23.7,2024/6/15,陈鹏,pending
C1515,成都,大众,16.3,2024/10/29,刘宁,sold
C1516,沈阳,奔驰,65.1,2024/11/25,陈涛,sold
C1517,郑州,奔驰,99.4,2024/11/10,孙娜,pending
C1518,苏州,大众,22,2024/9/4,沈鹏,pending
C1519,北京,奥迪,58.4,2024/12/13,张鹏,sold
C1520,北京,奥迪,73.6,2024/7/27,李军,pending
C1521,成都,小鹏,21.7,2024/8/7,李军,sold
C1522,沈阳,长城,18,2024/11/5,郭杰,pending
C1523,重庆,丰田,21.1,2024/2/24,陈强,sold
C1524,长沙,长城,15,2024/5/4,刘杰,sold
C1525,郑州,奔驰,59.4,2024/2/26,赵军,pending
C1526,沈阳,长安,12.9,2024/9/13,杨静,sold
C1527,武汉,蔚来,43.6,2024/7/15,郭涛,pending
C1528,成都,奔驰,78.2,2024/5/15,杨芳,pending
C1529,青岛,大众,28.1,2024/8/4,吴伟,sold
C1530,南京,丰田,26.9,2024/2/10,孙涛,sold
C1531,宁波,长安,17.1,2024/1/31,唐鹏,pending
C1532,深圳,比亚迪,7.2,2024/6/28,周丽,pending
C1533,宁波,长安,19.3,2024/7/18,郭娜,pending
C1534,青岛,理想,46.4,2024/11/20,孙鹏,sold
C1535,北京,奔驰,98.1,2024/11/11,陈伟,sold
C1536,成都,奥迪,44.4,2024/6/13,孙涛,sold
C1537,成都,比亚迪,24.9,2024/2/9,杨鹏,sold
C1538,深圳,蔚来,54.6,2024/10/23,郭伟,pending
C1539,青岛,本田,23,2024/9/6,陈娜,sold
C1540,宁波,小鹏,39.3,2024/11/27,赵涛,sold
C1541,长沙,吉利,15.7,2024/10/19,林鹏,sold
C1542,青岛,蔚来,33.3,2024/8/23,郑丽,sold
C1543,南京,蔚来,49.8,2024/1/20,唐涛,sold
C1544,武汉,本田,21.7,2024/8/31,周强,sold
C1545,天津,奔驰,98.4,2024/12/22,林涛,sold
C1546,青岛,长安,17.7,2024/10/28,张伟,sold
C1547,郑州,小鹏,23.5,2024/10/6,林颖,sold
C1548,长沙,五菱,6.4,2024/2/12,王娜,sold
C1549,深圳,特斯拉,35.9,2024/1/22,张丽,sold
C1550,上海,长安,17.5,2024/6/12,郑鹏,sold
C1551,上海,小鹏,26.4,2024/7/1,周芳,pending
C1552,苏州,长城,13.1,2024/5/17,李杰,sold
C1553,宁波,比亚迪,17.6,2024/12/14,吴娜,sold
C1554,天津,比亚迪,9.3,2024/8/3,赵强,sold
C1555,天津,理想,47.6,2024/5/16,林芳,sold
C1556,深圳,大众,12.9,2024/6/30,孙涛,pending
C1557,青岛,吉利,11.6,2024/11/25,李敏,sold
C1558,深圳,比亚迪,7.8,2024/12/26,杨敏,sold
C1559,成都,奔驰,30.8,2024/12/14,吴强,sold
C1560,长沙,小鹏,33.6,2024/9/15,周敏,sold
C1561,宁波,丰田,30.5,2024/2/24,张洋,sold
C1562,重庆,宝马,84.5,2024/12/14,刘杰,pending
C1563,宁波,特斯拉,25.4,2024/3/20,周鹏,sold
C1564,上海,长安,13.2,2024/5/12,沈军,pending
C1565,沈阳,长安,12,2024/11/15,郑涛,pending
C1566,西安,吉利,11,2024/7/11,刘强,sold
C1567,沈阳,小鹏,21.7,2024/10/26,孙伟,sold
C1568,成都,长安,14.2,2024/12/28,唐芳,sold
C1569,深圳,蔚来,35.2,2024/5/5,郭军,sold
C1570,杭州,本田,20.1,2024/7/9,赵军,sold
C1571,长沙,本田,12.7,2024/6/15,孙娜,sold
C1572,深圳,丰田,26.9,2024/4/1,林伟,sold
C1573,杭州,大众,24.4,2024/1/24,沈鹏,pending
C1574,苏州,五菱,3.4,2024/10/27,郑宁,sold
C1575,昆明,小鹏,27.6,2024/7/28,李杰,pending
C1576,深圳,五菱,7.8,2024/8/29,林军,sold
C1577,青岛,大众,14.4,2024/8/2,杨杰,pending
C1578,郑州,五菱,8.6,2024/10/27,刘敏,sold
C1579,武汉,小鹏,21,2024/12/25,林军,sold
C1580,南京,五菱,7.2,2024/11/3,唐丽,sold
C1581,长沙,宝马,83.6,2024/1/12,周颖,pending
C1582,上海,长安,13.5,2024/7/12,王静,pending
C1583,青岛,长城,14.2,2024/8/24,孙涛,sold
C1584,郑州,奥迪,60.6,2024/12/14,孙军,sold
C1585,长沙,本田,19.5,2024/7/27,张军,sold
C1586,南京,理想,30,2024/8/9,唐静,sold
C1587,杭州,小鹏,34.2,2024/12/15,沈伟,sold
C1588,西安,本田,20.9,2024/10/24,孙敏,sold
C1589,昆明,丰田,34.1,2024/11/22,杨洋,sold
C1590,天津,长安,11.5,2024/1/22,王娜,pending
C1591,广州,五菱,12,2024/7/11,陈静,sold
C1592,苏州,特斯拉,37.7,2024/7/2,陈敏,sold
C1593,青岛,五菱,3.5,2024/9/21,陈宁,sold
C1594,青岛,小鹏,22.9,2024/10/9,林宁,pending
C1595,昆明,长城,12,2024/3/3,吴静,sold
C1596,青岛,奥迪,75.6,2024/4/13,郑鹏,pending
C1597,长沙,奔驰,74.9,2024/7/1,杨超,pending
C1598,重庆,奔驰,45,2024/10/28,李芳,sold
C1599,郑州,长安,18.5,2024/10/31,周超,pending
C1600,成都,奥迪,42,2024/1/4,陈丽,pending
C1601,上海,比亚迪,13.5,2024/11/11,吴鹏,pending
C1602,长沙,吉利,10.4,2024/6/29,郭静,pending
C1603,武汉,长安,19.2,2024/4/15,周丽,pending
C1604,昆明,长城,15.4,2024/6/26,陈洋,pending
C1605,宁波,宝马,68.7,2024/12/22,李宁,sold
C1606,天津,五菱,4.7,2024/8/16,刘涛,sold
C1607,上海,蔚来,49.1,2024/3/28,吴敏,sold
C1608,昆明,大众,28.4,2024/11/20,陈静,sold
C1609,重庆,奔驰,40.3,2024/11/3,唐敏,sold
C1610,青岛,本田,30.6,2024/11/18,王宁,pending
C1611,武汉,理想,41.2,2024/3/15,张静,sold
C1612,北京,小鹏,16.8,2024/9/22,吴丽,sold
C1613,深圳,奔驰,78.6,2024/9/20,唐伟,sold
C1614,武汉,宝马,67.8,2024/12/18,沈伟,sold
C1615,成都,比亚迪,15.8,2024/7/19,吴颖,sold
C1616,杭州,小鹏,33.7,2024/12/7,孙涛,sold
C1617,武汉,宝马,29,2024/10/4,张宁,pending
C1618,深圳,比亚迪,21.1,2024/6/6,郭敏,sold
C1619,昆明,吉利,16.2,2024/5/19,林涛,sold
C1620,长沙,吉利,10.1,2024/11/11,李芳,pending
C1621,天津,宝马,67.9,2024/10/16,孙伟,sold
C1622,武汉,丰田,34.2,2024/5/10,唐鹏,sold
C1623,宁波,奔驰,48.1,2024/9/26,唐颖,sold
C1624,广州,理想,40.3,2024/2/7,周涛,sold
C1625,西安,比亚迪,18.5,2024/10/19,周伟,sold
C1626,上海,特斯拉,37.6,2024/2/22,吴颖,pending
C1627,深圳,奔驰,41.6,2024/5/14,李静,sold
C1628,沈阳,奥迪,67.9,2024/8/29,郭敏,sold
C1629,南京,奥迪,31.3,2024/11/28,赵伟,sold
C1630,郑州,吉利,18.6,2024/7/12,周鹏,sold
C1631,天津,长城,21.8,2024/3/11,赵丽,sold
C1632,成都,丰田,13,2024/7/4,郑涛,sold
C1633,杭州,大众,14.1,2024/10/4,刘宁,sold
C1634,天津,特斯拉,39,2024/3/8,周敏,sold
C1635,深圳,理想,41.4,2024/7/1,王超,pending
C1636,宁波,宝马,41.3,2024/11/29,孙敏,sold
C1637,北京,五菱,10.2,2024/8/28,杨静,sold
C1638,郑州,奥迪,68.2,2024/10/9,唐敏,sold
C1639,武汉,比亚迪,6.8,2024/9/14,刘伟,pending
C1640,天津,丰田,25.2,2024/10/28,孙娜,pending
C1641,杭州,奔驰,40.2,2024/7/13,刘丽,sold
C1642,西安,蔚来,40.1,2024/12/16,郭鹏,sold
C1643,广州,宝马,39.6,2024/1/5,陈颖,sold
C1644,北京,大众,23.8,2024/11/19,王丽,sold
C1645,成都,宝马,82.6,2024/10/20,杨宁,pending
C1646,南京,小鹏,24,2024/12/14,林洋,sold
C1647,长沙,奥迪,34,2024/5/19,赵洋,sold
C1648,沈阳,长安,19.9,2024/2/9,孙颖,pending
C1649,武汉,奥迪,50.6,2024/7/21,郑军,pending
C1650,上海,蔚来,44.9,2024/3/3,郭敏,pending
C1651,北京,丰田,34.2,2024/2/15,唐芳,sold
C1652,南京,奔驰,37.1,2024/2/27,孙颖,sold
C1653,长沙,比亚迪,21.6,2024/2/17,张敏,sold
C1654,青岛,蔚来,48.6,2024/10/16,唐强,sold
C1655,天津,丰田,23.4,2024/7/26,刘鹏,sold
C1656,深圳,蔚来,35.2,2024/8/13,赵军,pending
C1657,郑州,五菱,7.8,2024/4/16,孙静,pending
C1658,杭州,大众,23.8,2024/12/4,陈洋,sold
C1659,沈阳,吉利,12.4,2024/5/2,李杰,sold
C1660,成都,比亚迪,9.7,2024/10/7,李洋,sold
C1661,长沙,小鹏,27.5,2024/11/16,刘颖,sold
C1662,杭州,长安,15.7,2024/4/7,王宁,sold
C1663,苏州,大众,23,2024/1/21,郭洋,sold
C1664,苏州,小鹏,26.5,2024/8/10,陈超,sold
C1665,南京,理想,38.5,2024/9/30,刘杰,sold
C1666,上海,大众,21.9,2024/2/19,林洋,sold
C1667,昆明,本田,25.3,2024/10/3,陈涛,sold
C1668,杭州,大众,12.8,2024/7/30,陈超,sold
C1669,青岛,长安,20.2,2024/2/25,陈静,pending
C1670,苏州,长城,10.8,2024/4/15,郑静,pending
C1671,成都,五菱,6.4,2024/10/3,林宁,sold
C1672,长沙,五菱,11.3,2024/9/16,张涛,sold
C1673,广州,比亚迪,31.4,2024/1/27,吴颖,pending
C1674,天津,比亚迪,29.6,2024/7/4,吴杰,sold
C1675,天津,理想,45.2,2024/1/14,唐涛,sold
C1676,深圳,本田,14,2024/7/13,周静,pending
C1677,上海,大众,17.4,2024/7/27,杨宁,pending
C1678,昆明,本田,23.7,2024/7/27,孙颖,sold
C1679,苏州,比亚迪,25.3,2024/8/8,陈敏,sold
C1680,沈阳,大众,13.8,2024/3/26,刘鹏,sold
C1681,成都,蔚来,48.4,2024/2/3,沈敏,sold
C1682,长沙,长城,18.9,2024/7/23,周军,sold
C1683,西安,吉利,19.3,2024/10/28,刘宁,sold
C1684,重庆,奥迪,54,2024/6/12,林芳,sold
C1685,杭州,蔚来,37.9,2024/7/28,李杰,pending
C1686,南京,五菱,11.9,2024/1/31,王杰,sold
C1687,南京,大众,29.4,2024/7/30,孙丽,sold
C1688,青岛,大众,27.3,2024/2/27,李伟,pending
C1689,重庆,大众,10.9,2024/1/29,李娜,pending
C1690,深圳,宝马,36.5,2024/1/24,吴洋,pending
C1691,沈阳,特斯拉,34.9,2024/3/9,吴强,sold
C1692,杭州,长城,13.9,2024/12/14,李伟,sold
C1693,苏州,长安,9.3,2024/8/18,刘鹏,pending
C1694,北京,特斯拉,37.8,2024/11/29,郭杰,sold
C1695,武汉,大众,24.3,2024/2/15,杨强,pending
C1696,重庆,长城,18.6,2024/11/18,吴涛,sold
C1697,青岛,奔驰,65,2024/9/12,王涛,sold
C1698,杭州,丰田,33.8,2024/8/6,孙超,sold
C1699,杭州,奥迪,36.1,2024/10/27,孙杰,sold
C1700,苏州,长城,22.9,2024/4/18,李娜,pending
C1701,成都,比亚迪,28.6,2024/11/20,郭超,sold
C1702,重庆,小鹏,29.8,2024/5/25,吴娜,sold
C1703,深圳,比亚迪,25.5,2024/3/16,陈娜,pending
C1704,宁波,长安,17.1,2024/3/18,杨丽,sold
C1705,长沙,本田,25.7,2024/9/3,林丽,sold
C1706,重庆,宝马,53.4,2024/11/23,林洋,pending
C1707,长沙,奥迪,33,2024/10/29,吴敏,pending
C1708,北京,本田,20.1,2024/10/25,吴洋,sold
C1709,沈阳,奔驰,66.6,2024/11/19,吴芳,sold
C1710,天津,本田,11.8,2024/5/24,李强,sold
C1711,长沙,吉利,8.4,2024/9/2,唐军,sold
C1712,重庆,大众,18.5,2024/9/30,郭军,pending
C1713,重庆,奔驰,88.6,2024/6/23,杨超,sold
C1714,武汉,特斯拉,37.4,2024/9/15,陈强,sold
C1715,天津,本田,27.9,2024/8/18,刘颖,sold
C1716,西安,小鹏,32.8,2024/2/12,陈涛,sold
C1717,青岛,蔚来,37.3,2024/10/13,张丽,sold
C1718,杭州,理想,35.9,2024/1/5,郑宁,sold
C1719,广州,比亚迪,19.5,2024/3/8,唐丽,sold
C1720,重庆,丰田,30.1,2024/2/16,杨杰,sold
C1721,长沙,长城,24,2024/10/6,杨娜,sold
C1722,郑州,长安,20.7,2024/4/7,周军,pending
C1723,昆明,奔驰,35.4,2024/2/17,张芳,sold
C1724,重庆,本田,12,2024/8/6,赵杰,sold
C1725,青岛,五菱,9.6,2024/6/18,林芳,sold
C1726,青岛,理想,46.8,2024/12/14,沈军,sold
C1727,北京,奔驰,58.5,2024/1/12,唐颖,sold
C1728,昆明,五菱,11.2,2024/4/21,李洋,sold
C1729,昆明,理想,31.4,2024/6/12,孙超,sold
C1730,成都,理想,48.8,2024/5/29,赵娜,pending
C1731,武汉,五菱,5.1,2024/5/10,孙鹏,sold
C1732,北京,吉利,18.9,2024/8/2,吴洋,sold
C1733,苏州,理想,39.7,2024/5/27,郑敏,sold
C1734,杭州,长安,11.3,2024/9/14,周鹏,pending
C1735,深圳,宝马,74,2024/2/22,杨宁,sold
C1736,北京,大众,25.3,2024/12/18,刘静,sold
C1737,宁波,蔚来,49.8,2024/5/7,周宁,sold
C1738,长沙,奔驰,76.8,2024/1/29,沈敏,pending
C1739,深圳,奔驰,67.4,2024/5/5,王杰,pending
C1740,北京,吉利,20.7,2024/12/30,唐敏,pending
C1741,成都,小鹏,19.7,2024/7/4,吴鹏,sold
C1742,武汉,宝马,88.4,2024/9/13,孙涛,pending
C1743,上海,本田,17.4,2024/3/20,孙洋,pending
C1744,长沙,蔚来,44.7,2024/6/18,唐娜,pending
C1745,宁波,蔚来,30,2024/6/9,杨涛,sold
C1746,西安,比亚迪,12.7,2024/12/15,林超,pending
C1747,深圳,宝马,49.8,2024/6/29,郑伟,sold
C1748,重庆,奔驰,44.2,2024/5/31,唐杰,sold
C1749,杭州,奔驰,101.7,2024/10/8,杨超,pending
C1750,苏州,奥迪,35.6,2024/6/14,陈宁,sold
C1751,苏州,理想,40,2024/5/3,陈强,sold
C1752,深圳,长城,15.9,2024/9/25,孙超,sold
C1753,苏州,丰田,29.4,2024/11/26,陈敏,sold
C1754,广州,宝马,50.2,2024/10/16,吴宁,sold
C1755,青岛,特斯拉,50.4,2024/7/1,陈涛,pending
C1756,深圳,特斯拉,40.6,2024/11/1,郑宁,pending
C1757,上海,宝马,54.8,2024/7/3,李颖,sold
C1758,郑州,吉利,20.4,2024/8/10,郑鹏,pending
C1759,广州,比亚迪,25.8,2024/9/19,刘杰,sold
C1760,广州,蔚来,51.3,2024/8/24,杨敏,pending
C1761,宁波,本田,15.2,2024/3/4,赵杰,pending
C1762,深圳,奥迪,31.8,2024/8/16,刘强,pending
C1763,长沙,宝马,38.6,2024/11/1,陈洋,pending
C1764,郑州,本田,29.5,2024/6/16,刘芳,pending
C1765,北京,长城,10.5,2024/8/18,郑敏,sold
C1766,广州,理想,36.3,2024/10/23,陈强,pending
C1767,成都,蔚来,35.7,2024/9/13,林颖,sold
C1768,长沙,宝马,37.1,2024/3/18,唐超,sold
C1769,昆明,丰田,25.5,2024/7/4,林宁,pending
C1770,沈阳,本田,22.8,2024/10/20,唐超,sold
C1771,重庆,本田,22,2024/8/4,赵鹏,sold
C1772,南京,长城,15.1,2024/9/6,孙静,sold
C1773,成都,奥迪,61.5,2024/6/11,唐军,sold
C1774,长沙,丰田,15.1,2024/4/30,赵敏,pending
C1775,北京,奥迪,27.5,2024/1/9,郑颖,sold
C1776,深圳,本田,18.3,2024/3/13,赵敏,pending
C1777,上海,理想,38.5,2024/12/8,郭洋,sold
C1778,宁波,五菱,10.8,2024/3/24,刘敏,sold
C1779,郑州,奥迪,59.2,2024/7/16,陈涛,sold
C1780,北京,宝马,63.2,2024/11/16,赵颖,sold
C1781,郑州,蔚来,31.5,2024/8/25,林娜,sold
C1782,昆明,蔚来,43.3,2024/6/2,王静,pending
C1783,重庆,本田,25.7,2024/6/2,王芳,sold
C1784,广州,奥迪,57,2024/7/23,孙洋,sold
C1785,苏州,奔驰,34.7,2024/3/4,沈娜,pending
C1786,重庆,宝马,33.5,2024/10/22,孙涛,sold
C1787,成都,长安,14.6,2024/2/17,陈丽,sold
C1788,苏州,蔚来,50.2,2024/4/10,孙杰,sold
C1789,上海,比亚迪,11.2,2024/4/13,李芳,sold
C1790,沈阳,蔚来,40.6,2024/5/31,刘敏,sold
C1791,重庆,蔚来,42,2024/9/5,郑鹏,sold
C1792,青岛,奥迪,58.7,2024/8/4,唐颖,sold
C1793,长沙,吉利,13,2024/8/4,陈军,sold
C1794,长沙,特斯拉,42,2024/1/21,王娜,sold
C1795,深圳,丰田,13.5,2024/3/1,郑芳,sold
C1796,武汉,蔚来,41.7,2024/12/17,吴强,pending
C1797,天津,特斯拉,28.3,2024/11/8,郑敏,sold
C1798,南京,吉利,9.3,2024/2/8,王军,sold
C1799,武汉,理想,34.9,2024/5/23,沈颖,sold
C1800,成都,丰田,22.6,2024/5/28,林丽,sold
C1801,天津,本田,18.6,2024/6/20,周鹏,sold
C1802,深圳,理想,35.8,2024/10/18,孙芳,sold
C1803,昆明,小鹏,35.6,2024/12/19,吴敏,pending
C1804,长沙,奥迪,69.4,2024/10/5,周涛,sold
C1805,西安,本田,32.6,2024/5/20,孙鹏,pending
C1806,宁波,特斯拉,45.9,2024/1/6,吴洋,pending
C1807,杭州,宝马,32.9,2024/10/23,林杰,sold
C1808,重庆,宝马,52,2024/2/9,周洋,sold
C1809,武汉,吉利,18.4,2024/10/8,周宁,sold
C1810,北京,奥迪,51.4,2024/10/16,郭鹏,pending
C1811,沈阳,长安,17.6,2024/8/9,张静,pending
C1812,郑州,长安,11.4,2024/11/27,周丽,sold
C1813,南京,本田,14.1,2024/9/18,赵伟,pending
C1814,宁波,大众,13.6,2024/9/16,郭丽,sold
C1815,广州,长安,8.4,2024/2/10,李超,sold
C1816,北京,理想,48.5,2024/12/29,李军,pending
C1817,长沙,小鹏,39.1,2024/8/3,杨洋,sold
C1818,武汉,吉利,10.7,2024/3/20,杨丽,sold
C1819,长沙,吉利,8.7,2024/10/9,郭静,sold
C1820,宁波,宝马,58.9,2024/9/17,王强,sold
C1821,沈阳,大众,31.6,2024/9/5,陈洋,pending
C1822,北京,奔驰,58.4,2024/9/19,周洋,sold
C1823,重庆,五菱,10.7,2024/7/10,杨静,pending
C1824,长沙,五菱,7.4,2024/10/8,李鹏,sold
C1825,苏州,蔚来,46.9,2024/6/18,吴静,sold
C1826,广州,五菱,9.4,2024/6/24,王娜,sold
C1827,苏州,长城,23.6,2024/9/13,张洋,pending
C1828,广州,奔驰,72,2024/10/29,陈伟,sold
C1829,深圳,大众,17.5,2024/5/15,杨芳,sold
C1830,青岛,宝马,45.6,2024/7/7,杨杰,sold
C1831,南京,奥迪,40.6,2024/10/6,李杰,sold
C1832,武汉,五菱,11.4,2024/4/21,杨鹏,sold
C1833,西安,长安,18.5,2024/7/1,张娜,pending
C1834,苏州,五菱,4.5,2024/10/4,李洋,sold
C1835,天津,蔚来,40.7,2024/9/1,张娜,sold
C1836,武汉,蔚来,62.8,2024/5/23,唐军,pending
C1837,昆明,宝马,31.6,2024/12/9,陈军,sold
C1838,昆明,吉利,21.4,2024/11/24,沈静,pending
C1839,天津,理想,39.2,2024/9/1,吴敏,sold
C1840,沈阳,五菱,11.5,2024/4/26,王超,sold
C1841,青岛,理想,29.4,2024/3/11,刘涛,sold
C1842,成都,比亚迪,16.8,2024/12/27,林洋,sold
C1843,武汉,特斯拉,37.5,2024/8/30,王强,sold
C1844,北京,宝马,46.6,2024/3/30,吴洋,sold
C1845,南京,蔚来,37.1,2024/12/25,陈丽,sold
C1846,重庆,蔚来,38.8,2024/10/19,郑洋,sold
C1847,成都,小鹏,15.7,2024/7/4,王军,sold
C1848,武汉,奔驰,47.9,2024/8/16,周敏,sold
C1849,重庆,丰田,41.4,2024/7/12,刘丽,pending
C1850,郑州,丰田,29.5,2024/7/21,郑宁,pending
C1851,杭州,大众,19.1,2024/4/8,沈芳,sold
C1852,北京,理想,38.9,2024/7/23,王鹏,pending
C1853,青岛,奔驰,59.1,2024/5/15,李涛,sold
C1854,苏州,五菱,11.6,2024/8/25,杨静,pending
C1855,深圳,五菱,11.6,2024/4/4,孙伟,sold
C1856,沈阳,长城,23.9,2024/11/23,陈涛,sold
C1857,成都,五菱,13.1,2024/7/27,吴杰,pending
C1858,苏州,奔驰,102.7,2024/7/20,唐伟,pending
C1859,长沙,特斯拉,43.6,2024/4/20,王军,sold
C1860,武汉,丰田,30,2024/7/9,杨丽,pending
C1861,昆明,长城,17.6,2024/4/6,郑鹏,sold
C1862,南京,奥迪,25.2,2024/4/25,刘颖,sold
C1863,杭州,宝马,47,2024/1/17,吴鹏,sold
C1864,深圳,特斯拉,28.9,2024/3/20,杨娜,pending
C1865,广州,奥迪,63.4,2024/5/16,王芳,pending
C1866,昆明,大众,29.1,2024/1/13,王鹏,sold
C1867,郑州,长安,13.7,2024/7/20,沈芳,sold
C1868,南京,比亚迪,19.2,2024/7/24,郭涛,pending
C1869,郑州,长安,7.6,2024/2/27,唐静,sold
C1870,西安,本田,13.2,2024/6/14,李杰,pending
C1871,深圳,大众,26.3,2024/12/28,沈鹏,sold
C1872,南京,长城,24.5,2024/10/7,郭伟,sold
C1873,青岛,丰田,19.8,2024/10/21,吴伟,pending
C1874,成都,本田,17.9,2024/7/25,赵洋,sold
C1875,武汉,大众,27.9,2024/6/24,周宁,pending
C1876,宁波,特斯拉,51.5,2024/8/15,郑涛,pending
C1877,苏州,大众,23.7,2024/10/8,周宁,sold
C1878,青岛,蔚来,50,2024/5/28,沈芳,pending
C1879,南京,蔚来,39,2024/7/30,唐鹏,sold
C1880,昆明,宝马,61.6,2024/9/29,杨宁,pending
C1881,深圳,宝马,71.2,2024/10/19,周静,sold
C1882,北京,长城,16.4,2024/1/15,王丽,sold
C1883,昆明,奥迪,60.2,2024/7/21,吴杰,sold
C1884,成都,奥迪,45.2,2024/7/5,赵敏,sold
C1885,武汉,蔚来,50.9,2024/4/27,沈娜,sold
C1886,广州,理想,28.5,2024/10/24,李伟,sold
C1887,长沙,本田,18.7,2024/3/14,唐强,pending
C1888,宁波,大众,23.4,2024/4/20,唐娜,sold
C1889,上海,宝马,68.5,2024/8/20,吴敏,sold
C1890,上海,奥迪,54,2024/5/15,郭颖,sold
C1891,昆明,长城,22.9,2024/1/1,沈伟,pending
C1892,武汉,比亚迪,25.6,2024/7/17,赵宁,sold
C1893,北京,理想,41,2024/10/12,郑鹏,sold
C1894,广州,大众,19.9,2024/9/7,赵洋,sold
C1895,长沙,大众,11,2024/6/14,孙超,sold
C1896,长沙,比亚迪,17,2024/3/21,王颖,pending
C1897,武汉,丰田,26.2,2024/11/17,刘强,sold
C1898,北京,理想,37.6,2024/5/5,吴敏,sold
C1899,宁波,长城,11.7,2024/3/23,赵芳,sold
C1900,昆明,丰田,16,2024/12/29,吴超,sold
C1901,杭州,大众,18.5,2024/12/6,林强,sold
C1902,成都,理想,46.8,2024/2/19,陈颖,sold
C1903,长沙,理想,39.5,2024/10/17,林强,sold
C1904,长沙,五菱,7.7,2024/8/24,唐伟,sold
C1905,武汉,理想,42.2,2024/9/29,孙敏,sold
C1906,沈阳,长安,12.1,2024/11/20,孙静,sold
C1907,长沙,理想,30.4,2024/2/17,吴鹏,sold
C1908,上海,小鹏,39.3,2024/3/5,张超,sold
C1909,青岛,奔驰,36.4,2024/10/16,孙超,sold
C1910,西安,比亚迪,24.2,2024/11/19,林敏,sold
C1911,青岛,长城,18.3,2024/10/7,周超,pending
C1912,杭州,奥迪,39.3,2024/12/17,周敏,pending
C1913,上海,丰田,28.9,2024/8/12,陈静,sold
C1914,郑州,蔚来,38.6,2024/7/10,李超,pending
C1915,西安,吉利,19.1,2024/8/19,陈敏,sold
C1916,沈阳,长安,10.2,2024/9/2,刘敏,sold
C1917,武汉,蔚来,37.4,2024/1/6,赵敏,pending
C1918,深圳,奔驰,81.1,2024/11/15,郑伟,sold
C1919,青岛,小鹏,35.7,2024/11/26,刘鹏,sold
C1920,成都,丰田,31,2024/9/21,吴超,pending
C1921,北京,宝马,78.8,2024/5/24,吴敏,sold
C1922,广州,蔚来,55.3,2024/9/8,林娜,pending
C1923,长沙,宝马,49,2024/3/5,郭军,pending
C1924,南京,奔驰,62.4,2024/10/29,陈芳,sold
C1925,成都,理想,41.6,2024/2/27,林杰,sold
C1926,南京,小鹏,24.8,2024/9/8,王涛,pending
